Category ID,Category Label,words
0,Mobile Phones,"['apple', 'mq', 'iphone', 'plus', 'gb', 'silver', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['apple', 'mnqq', 'iphone', 'plus', 'gb', 'mp', 'sim', 'free', 'smartphone', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'jet', 'black', 'gb']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'gb', 'mah', 'silver']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'black']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'plus', 'gb', 'apple', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'gb', 'mah', 'pink', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'schwarz', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'rose', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'plus', 'gb', 'mobile', 'phone', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'inch', 'multi', 'touch', 'gb', 'wlan', 'wwan', 'bluetooth']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'rosegold', 'brand', 'new']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'rose', 'gold', 'mnqq', 'wc']"
0,Mobile Phones,"['apple', 'grade', 'iphone', 'gb', 'gold', 'handset']"
0,Mobile Phones,"['grade', 'apple', 'iphone', 'gb', 'silver', 'handset']"
0,Mobile Phones,"['apple', 'mn', 'iphone', 'gb', 'mp', 'sim', 'free', 'smartphone', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'matt', 'schwarz']"
0,Mobile Phones,"['iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'black', 'gb']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'rose', 'gold', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'schwarz', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'gb', 'mah', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'gb', 'mah', 'black']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'jet', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'cm', 'gb', 'mp', 'ios', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'jet', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver', 'unlocked', 'brand', 'new']"
0,Mobile Phones,"['iphone', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone']"
0,Mobile Phones,"['iphone', 'gb', 'black', 'mn', 'wc']"
0,Mobile Phones,"['startech', 'com', 'usb', 'hdmi', 'multi', 'monitor', 'adapter', 'port', 'mst', 'hub', 'usb', 'type', 'hdmi', 'monitor', 'splitter', 'usb', 'type', 'black']"
0,Mobile Phones,"['startech', 'com', 'usb', 'hdmi', 'multi', 'monitor', 'adapter', 'port', 'mst', 'hub', 'usb', 'type', 'hdmi', 'monitor', 'splitter', 'usb', 'type', 'black']"
0,Mobile Phones,"['grade', 'apple', 'iphone', 'gb', 'gold', 'handset']"
0,Mobile Phones,"['grade', 'apple', 'iphone', 'gb', 'gold', 'handset']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'smartphone', 'gb', 'zoll', 'spacegrau']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silber']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'schwarz', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'spaceship', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'inch', 'multi', 'touch', 'retina', 'hd', 'display', 'gb', 'wlan', 'wwa']"
0,Mobile Phones,"['iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'mq', 'iphone', 'gb', 'space', 'grey', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'mqac', 'iphone', 'gb', 'mp', 'sim', 'free', 'smartphone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'spacegrau']"
0,Mobile Phones,"['apple', 'iphone', 'cm', 'gb', 'single', 'sim', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'grau', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'iphone', 'cm', 'gb', 'mp', 'ios', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver', 'solo', 'unlocked']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'smartphone', 'lte', 'advanced', 'gb', 'gsm', 'pixels', 'ppi', 'super', 'retina', 'hd', 'mp', 'mp', 'front', 'camera', 'space', 'grey', 'mqac']"
0,Mobile Phones,"['apple', 'iphone']"
0,Mobile Phones,"['apple', 'mqad', 'iphone', 'gb', 'silver', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['grade', 'samsung', 'galaxy', 'pink', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'gb', 'sim', 'free', 'smartphone', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'lte', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'cm', 'gb', 'gb', 'black', 'mah']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'artic', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'midnight', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'ram', 'gb', 'rom', 'dual', 'sim', 'orchid', 'gray']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'eu', 'smartphone']"
0,Mobile Phones,"['samsung', 'galaxy', 'single', 'sim', 'gb', 'android', 'uk', 'version', 'sim', 'free', 'smartphone', 'midnight', 'black', 'samsung', 'original', 'level', 'box', 'slim', 'wireless', 'portable', 'bluetooth', 'speaker']"
0,Mobile Phones,"['samsung', 'galaxy', 'midnight', 'black']"
0,Mobile Phones,"['infinity', 'display', 'dual', 'camera', 'octa', 'core', 'gb', 'ram', 'gb']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'orchid', 'grey']"
0,Mobile Phones,"['samsung', 'mobile', 'galaxy', 'series', 'mobile', 'phone', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'cm', 'gb', 'gb', 'single', 'sim']"
0,Mobile Phones,"['samsung', 'sm', 'fzkabtu', 'galaxy', 'gb', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'gb', 'black', 'galaxy', 'sm', 'fzkabtu']"
0,Mobile Phones,"['sim', 'free', 'galaxy', 'gb', 'samsung', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'cm', 'gb', 'mp', 'android']"
0,Mobile Phones,"['samsung', 'galaxy']"
0,Mobile Phones,"['sim', 'free', 'samsung', 'galaxy', 'gb', 'mobile', 'phone', 'black']"
0,Mobile Phones,"['apple', 'mqaf', 'iphone', 'gb', 'mp', 'sim', 'free', 'smartphone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'spacegrau']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'spaceship', 'grey']"
0,Mobile Phones,"['iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver', 'solo', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'grau', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'apple', 'space', 'grey']"
0,Mobile Phones,"['iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'iphone', 'cm', 'gb', 'mp', 'ios', 'silver']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey', 'mqaf', 'ad']"
0,Mobile Phones,"['apple', 'mqag', 'iphone', 'gb', 'silver', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['apple', 'iphone', 'inch', 'multi', 'touch', 'gb', 'wlan', 'wwan', 'bluetooth', 'camera', 'fingerprint', 'sensor', 'ios', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'rose', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'rose', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'black', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'black', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'gb', 'mah', 'gold']"
0,Mobile Phones,"['iphone', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'gb', 'mah', 'pink', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'diamant', 'schwarz']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'italia', 'nero', 'opaco']"
0,Mobile Phones,"['apple', 'sim', 'free', 'iphone', 'water', 'dust', 'resistant', 'gb', 'silver']"
0,Mobile Phones,"['cm', 'retina', 'hd', 'gb', 'touch', 'id']"
0,Mobile Phones,"['iphone', 'gb', 'silver']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'jet', 'black']"
0,Mobile Phones,"['iphone', 'gb', 'silver', 'mn', 'wc']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silber']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'grey']"
0,Mobile Phones,"['apple', 'telekom', 'iphone', 'plus', 'gb', 'spacegrau', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'schwarz', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'iphone', 'plus', 'cm', 'gb', 'mp', 'ios', 'sil']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'gold']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'plus', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'silver', 'mq', 'wc']"
0,Mobile Phones,"['apple', 'mq', 'iphone', 'plus', 'gb', 'silver', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'inch', 'gb', 'mp', 'mobile', 'phone', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'blush', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'smartphone', 'gb', 'zoll', 'spacegrau']"
0,Mobile Phones,"['apple', 'iphone', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'gold', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'cm', 'gb', 'mp', 'ios', 'grey']"
0,Mobile Phones,"['iphone', 'gb', 'silver']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['iphone', 'gb', 'gold', 'mq', 'wc']"
0,Mobile Phones,"['apple', 'mq', 'iphone', 'gb', 'gold', 'stock', 'uk', 'spec', 'stock']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'gb', 'unlocked', 'smartphone', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'gb', 'white', 'pearl']"
0,Mobile Phones,"['exdisplay', 'samsung', 'flat', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'gold', 'platinum']"
0,Mobile Phones,"['samsung', 'galaxy', 'flat', 'black', 'onyx', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'flat', 'black', 'onyx', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'flat', 'black', 'onyx', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'gb', 'white', 'smartphones', 'single', 'sim', 'android', 'nanosim', 'gsm', 'hspa', 'lte']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'single', 'sim', 'gb', 'gb', 'mah', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'single', 'sim', 'gb', 'gb', 'mah', 'black']"
0,Mobile Phones,"['samsung', 'sm', 'fzwabtu', 'galaxy', 'gb', 'smartphone', 'white']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'gold']"
0,Mobile Phones,"['samsung', 'galaxy']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'premium', 'pre', 'owned', 'mobile', 'phone', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'flat', 'gb', 'black', 'sm', 'fzkabtu', 'wc']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'diamant', 'schwarz']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'rose', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'jet', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'jet', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'jet', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'gold', 'smartphone']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'gb', 'mah', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'gb', 'mah', 'gold']"
0,Mobile Phones,"['apple', 'mn', 'iphone', 'plus', 'gb', 'mp', 'sim', 'free', 'smartphone', 'gold']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'silver']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'jet', 'black']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'plus', 'gb', 'mobile', 'phone', 'black']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'inch', 'multi', 'touch', 'gb', 'wlan', 'wwan', 'bluetooth']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'rose', 'gold']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'silver', 'mn', 'wc']"
0,Mobile Phones,"['grade', 'samsung', 'galaxy', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['grade', 'samsung', 'galaxy', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'midnight', 'black', 'unlocked']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'lte', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'orchid', 'grey']"
0,Mobile Phones,"['samsung', 'galaxy', 'plus', 'gb', 'smartphone']"
0,Mobile Phones,"['samsung', 'galaxy', 'artic', 'silver', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'plus', 'gb', 'black']"
0,Mobile Phones,"['infinity', 'display', 'dual', 'camera', 'octa', 'core', 'gb', 'ram', 'gb']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'single', 'sim', 'gb', 'gb', 'mah', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'single', 'sim', 'gb', 'gb', 'mah', 'grey']"
0,Mobile Phones,"['samsung', 'mobile', 'galaxy', 'series', 'mobile', 'phone', 'orchid', 'grey']"
0,Mobile Phones,"['samsung', 'smg', 'fziabt', 'galaxy', 'gb', 'pink']"
0,Mobile Phones,"['samsung', 'gb', 'silver', 'galaxy', 'sm', 'fzsabtu']"
0,Mobile Phones,"['samsung', 'galaxy', 'orchid', 'grey']"
0,Mobile Phones,"['cm', 'samoled', 'octa', 'core', 'ghz', 'quad', 'gh']"
0,Mobile Phones,"['sim', 'free', 'galaxy', 'plus', 'gb', 'samsung', 'grey']"
0,Mobile Phones,"['samsung', 'galaxy', 'plus']"
0,Mobile Phones,"['sim', 'free', 'samsung', 'galaxy', 'gb', 'mobile', 'phone', 'black']"
0,Mobile Phones,"['iphone', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['iphone', 'gb', 'silver', 'chip', 'bit', 'retina', 'hd', 'display']"
0,Mobile Phones,"['iphone', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'sim', 'free', 'gb', 'silver']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'pink', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold', 'sim', 'free', 'unlocked', 'smartphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'gold', 'unlocked']"
0,Mobile Phones,"['cm', 'touch', 'gb', 'touch', 'id']"
0,Mobile Phones,"['iphone', 'gb', 'gold', 'mkqv', 'wc']"
0,Mobile Phones,"['apple', 'mn', 'iphone', 'plus', 'gb', 'mp', 'sim', 'free', 'smartphone', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'space', 'grey']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'space', 'grey', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'space', 'grey', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'gb', 'space', 'grey', 'unlocked']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'pink', 'gold']"
0,Mobile Phones,"['apple', 'iphone', 'gb', 'black', 'mn', 'zd']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'single', 'sim', 'gb', 'silver']"
0,Mobile Phones,"['apple', 'iphone', 'plus', 'inch', 'multi', 'touch', 'gb', 'wlan', 'wwan', 'bluetooth']"
0,Mobile Phones,"['sim', 'free', 'iphone', 'plus', 'gb', 'mobile', 'phone', 'space', 'grey']"
0,Mobile Phones,"['iphone', 'plus', 'gb', 'silver', 'mn', 'wc']"
0,Mobile Phones,"['apple', 'iphone', 'plus']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'dual', 'sim', 'midnight', 'black', 'android', 'international', 'version']"
0,Mobile Phones,"['samsung', 'galaxy', 'dual', 'sim', 'smartphone', 'coral', 'blue']"
0,Mobile Phones,"['samsung', 'galaxy', 'gb', 'lte', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'duos', 'gb', 'midnight', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'midnight', 'black', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'lilac', 'purple', 'gb', 'unlocked', 'sim', 'free']"
0,Mobile Phones,"['samsung', 'galaxy', 'sm', 'single', 'sim', 'gb', 'gb', 'mah', 'black']"
0,Mobile Phones,"['samsung', 'galaxy', 'midnight', 'black', 'gb', 'unlocked', 'sim', 'free']"
